Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Timor,TLS,1834,,,,165018,
Togo,TGO,1834,,,,473311,
Tonga,TON,1834,,,,18524,
Trinidad and Tobago,TTO,1834,,,,68627,
Tunisia,TUN,1834,,,,978876,
Turkey,TUR,1834,,,,10528452,
Turkmenistan,TKM,1834,,,,417347,
Tuvalu,TUV,1834,,,,2674,
Uganda,UGA,1834,,,,2466156,
Ukraine,UKR,1834,,,,12746617,
United Arab Emirates,ARE,1834,,,,40153,
United Kingdom,GBR,1834,,3639,,25152100,
United States,USA,1834,,3295,,14795346,
Uruguay,URY,1834,,,,82826,
Uzbekistan,UZB,1834,,,,2181161,
Vanuatu,VUT,1834,,,,31871,
Vatican,VAT,1834,,,,905,
Venezuela,VEN,1834,,2195,,1008311,
Vietnam,VNM,1834,,,,6287891,
World,OWID_WRL,1834,,,,1189194865,
Yemen,YEM,1834,,,,2659919,
Zambia,ZMB,1834,,,,1250580,
Zimbabwe,ZWE,1834,,,,864412,
Afghanistan,AFG,1833,,,,3476034,
Africa,,1833,,,,94007792,
Albania,ALB,1833,,,,463271,
Algeria,DZA,1833,,,,2752781,
Andorra,AND,1833,,,,2908,
Angola,AGO,1833,,,,1895181,
Antigua and Barbuda,ATG,1833,,,,37000,
Argentina,ARG,1833,,,,671785,
Armenia,ARM,1833,,,,465481,
Asia,,1833,,,,797870526,
Australia,AUS,1833,,1435,,354966,
Austria,AUT,1833,,,,3590572,
Azerbaijan,AZE,1833,,,,990997,
Bahamas,BHS,1833,,,,27630,
Bahrain,BHR,1833,,,,64474,
Bangladesh,BGD,1833,,,,21133293,
Barbados,BRB,1833,,,,101939,
Belarus,BLR,1833,,,,2652255,
Belgium,BEL,1833,,,,3846368,
Belize,BLZ,1833,,,,25679,
Benin,BEN,1833,,,,699483,
Bhutan,BTN,1833,,,,367580,
Bolivia,BOL,1833,,,,1211362,
Bosnia and Herzegovina,BIH,1833,,,,922641,
Botswana,BWA,1833,,,,106730,
Brazil,BRA,1833,,,,5534032,
Brunei,BRN,1833,,,,2970,
Bulgaria,BGR,1833,,,,2317556,
Burkina Faso,BFA,1833,,,,1743740,
Burundi,BDI,1833,,,,1092908,
Cambodia,KHM,1833,,,,2152319,
Cameroon,CMR,1833,,,,2209947,
Canada,CAN,1833,,,,1309115,
Cape Verde,CPV,1833,,,,63914,
Central African Republic,CAF,1833,,,,639457,
Chad,TCD,1833,,,,1657735,
Chile,CHL,1833,,961,,1025767,
China,CHN,1833,,,,409897918,
Colombia,COL,1833,,,,1756641,
Comoros,COM,1833,,,,57902,
Congo,COG,1833,,,,387092,
Costa Rica,CRI,1833,,,,82519,
Cote d'Ivoire,CIV,1833,,,,1064483,
Croatia,HRV,1833,,,,1376189,
Cuba,CUB,1833,,,,1008000,
Cyprus,CYP,1833,,,,185054,
Czechia,CZE,1833,,,,6108708,
Democratic Republic of Congo,COD,1833,,,,6318651,
Denmark,DNK,1833,,2130,,1297692,
Djibouti,DJI,1833,,,,29264,
Dominica,DMA,1833,,,,21260,
Dominican Republic,DOM,1833,,,,110321,
Ecuador,ECU,1833,,,,618393,
Egypt,EGY,1833,,,,4375252,
El Salvador,SLV,1833,,,,293610,
Equatorial Guinea,GNQ,1833,,,,91488,
Eritrea,ERI,1833,,,,349775,
Estonia,EST,1833,,,,390722,
Eswatini,SWZ,1833,,,,72333,
Ethiopia,ETH,1833,,,,14505567,
Europe,,1833,,,,249831849,
Fiji,FJI,1833,,,,138295,
Finland,FIN,1833,,,,1386699,
France,FRA,1833,38.84,2053,,33772885,
Gabon,GAB,1833,,,,208081,
Gambia,GMB,1833,,,,106997,
Georgia,GEO,1833,,,,1207470,
Germany,DEU,1833,,,,28938965,
Ghana,GHA,1833,,,,2000798,
Greece,GRC,1833,,1537,,2604797,
Grenada,GRD,1833,,,,30915,
Guatemala,GTM,1833,,,,665022,
Guinea,GIN,1833,,,,1003094,
Guinea-Bissau,GNB,1833,,,,214815,
Guyana,GUY,1833,,,,117942,
Haiti,HTI,1833,,,,809405,
Honduras,HND,1833,,,,204200,
Hong Kong,HKG,1833,,,,24974,
Hungary,HUN,1833,,,,4558946,
Iceland,ISL,1833,,,,58513,
India,IND,1833,,,,220221111,
Indonesia,IDN,1833,,840,,18924059,
Iran,IRN,1833,,,,6952069,
Iraq,IRQ,1833,,,,1158478,
Ireland,IRL,1833,,,,7980409,
Israel,ISR,1833,,,,209954,
Italy,ITA,1833,,2788,,21932135,
Jamaica,JAM,1833,,,,385236,
Japan,JPN,1833,,,,31429471,
Jordan,JOR,1833,,,,249726,
Kazakhstan,KAZ,1833,,,,2298860,
Kenya,KEN,1833,,,,3064761,
Kiribati,KIR,1833,,,,19032,
Kuwait,KWT,1833,,,,81280,
Kyrgyzstan,KGZ,1833,,,,597264,
Laos,LAO,1833,,,,531689,
Latvia,LVA,1833,,,,729807,
Lebanon,LBN,1833,,,,364622,
Lesotho,LSO,1833,,,,228377,
Liberia,LBR,1833,,,,320601,
Libya,LBY,1833,,,,248585,
Liechtenstein,LIE,1833,,,,6364,
Lithuania,LTU,1833,,,,942473,
Luxembourg,LUX,1833,,,,172946,
Madagascar,MDG,1833,,,,2043032,
Malawi,MWI,1833,,,,1496637,
Malaysia,MYS,1833,,,,374542,
Maldives,MDV,1833,,,,45752,
Mali,MLI,1833,,,,1445535,
Malta,MLT,1833,,,,144856,
Marshall Islands,MHL,1833,,,,7861,
Mauritania,MRT,1833,,,,338605,
Mauritius,MUS,1833,,,,99162,
Mexico,MEX,1833,,,,6574426,
Micronesia (country),FSM,1833,,,,17478,
Moldova,MDA,1833,,,,802472,
Monaco,MCO,1833,,,,9109,
Mongolia,MNG,1833,,,,631385,
Montenegro,MNE,1833,,,,155106,
Morocco,MAR,1833,,,,2756461,
Mozambique,MOZ,1833,,,,2990700,
Myanmar,MMR,1833,,,,3684673,
Namibia,NAM,1833,,,,147481,
Nauru,NRU,1833,,,,1855,
Nepal,NPL,1833,,,,4078554,
Netherlands,NLD,1833,,3341,,2706706,
New Zealand,NZL,1833,,,,89967,
Nicaragua,NIC,1833,,,,228869,
Niger,NER,1833,,,,913368,
Nigeria,NGA,1833,,,,12704609,
North America,,1833,,,,26545129,
North Korea,PRK,1833,,,,4387566,
North Macedonia,MKD,1833,,,,439194,
Norway,NOR,1833,,1508,,1158005,
Oceania,,1833,,,,1557531,
Oman,OMN,1833,,,,330075,
Pakistan,PAK,1833,,,,14247248,
Palau,PLW,1833,,,,4126,
Palestine,PSE,1833,,,,165944,
Panama,PAN,1833,,,,96021,
Papua New Guinea,PNG,1833,,,,758610,
Paraguay,PRY,1833,,,,210947,
Peru,PER,1833,,684,,1575456,
Philippines,PHL,1833,,,,2737387,
Poland,POL,1833,,920,,11472700,
Portugal,PRT,1833,,1421,,3553705,
Qatar,QAT,1833,,,,14092,
Romania,ROU,1833,,,,7043287,
Russia,RUS,1833,,,,35322763,
Rwanda,RWA,1833,,,,1148151,
Saint Kitts and Nevis,KNA,1833,,,,21472,
Saint Lucia,LCA,1833,,,,24000,
Saint Vincent and the Grenadines,VCT,1833,,,,27532,
Samoa,WSM,1833,,,,47035,
San Marino,SMR,1833,,,,6072,
Sao Tome and Principe,STP,1833,,,,24919,
Saudi Arabia,SAU,1833,,,,2152602,
Senegal,SEN,1833,,,,975213,
Serbia,SRB,1833,,,,2091528,
Seychelles,SYC,1833,,,,13105,
Sierra Leone,SLE,1833,,,,787489,
Singapore,SGP,1833,,,,39334,
Slovakia,SVK,1833,,,,2246198,
Slovenia,SVN,1833,,,,526390,
Solomon Islands,SLB,1833,,,,65556,
Somalia,SOM,1833,,,,1183900,
South Africa,ZAF,1833,,,,2066766,
South America,,1833,,,,13862168,
South Korea,KOR,1833,,,,9459711,
South Sudan,SSD,1833,,,,1118059,
Spain,ESP,1833,,,,13304164,
Sri Lanka,LKA,1833,,,,1575899,
Sudan,SDN,1833,,,,4346694,
Suriname,SUR,1833,,,,82643,
Sweden,SWE,1833,42.470001,1503,,2948175,
Switzerland,CHE,1833,,,,2135368,
Syria,SYR,1833,,,,1396805,
Taiwan,TWN,1833,,,,2084717,
Tajikistan,TJK,1833,,,,525510,
Tanzania,TZA,1833,,,,3907193,
Thailand,THA,1833,,,,4901996,
Timor,TLS,1833,,,,162864,
Togo,TGO,1833,,,,471306,
Tonga,TON,1833,,,,18528,
Trinidad and Tobago,TTO,1833,,,,67972,
Tunisia,TUN,1833,,,,971068,
Turkey,TUR,1833,,,,10495329,
Turkmenistan,TKM,1833,,,,413552,
Tuvalu,TUV,1833,,,,2661,
Uganda,UGA,1833,,,,2438145,
Ukraine,UKR,1833,,,,12630710,
United Arab Emirates,ARE,1833,,,,40153,
United Kingdom,GBR,1833,40.889999,3599,,24895561,
United States,USA,1833,,3460,,14392986,
Uruguay,URY,1833,,,,80443,
Uzbekistan,UZB,1833,,,,2161327,
Vanuatu,VUT,1833,,,,31561,
Vatican,VAT,1833,,,,905,
Venezuela,VEN,1833,,2173,,976757,
Vietnam,VNM,1833,,,,6306333,
World,OWID_WRL,1833,,,,1183674995,
Yemen,YEM,1833,,,,2655083,
Zambia,ZMB,1833,,,,1231778,
Zimbabwe,ZWE,1833,,,,878624,
Afghanistan,AFG,1832,,,,3460553,
Africa,,1832,,,,93125349,
Albania,ALB,1832,,,,461196,
Algeria,DZA,1832,,,,2747822,
Andorra,AND,1832,,,,2888,
Angola,AGO,1832,,,,1867695,
Antigua and Barbuda,ATG,1832,,,,37000,
Argentina,ARG,1832,,,,659027,
Armenia,ARM,1832,,,,461249,
Asia,,1832,,,,796033857,
Australia,AUS,1832,,1428,,346508,
Austria,AUT,1832,,,,3572991,
Azerbaijan,AZE,1832,,,,981986,
Bahamas,BHS,1832,,,,27608,
Bahrain,BHR,1832,,,,64474,
Bangladesh,BGD,1832,,,,21043911,
Barbados,BRB,1832,,,,100223,
Belarus,BLR,1832,,,,2628138,
Belgium,BEL,1832,,,,3814064,
Belize,BLZ,1832,,,,25667,
Benin,BEN,1832,,,,694432,
Bhutan,BTN,1832,,,,369425,
Bolivia,BOL,1832,,,,1202414,
Bosnia and Herzegovina,BIH,1832,,,,916992,
Botswana,BWA,1832,,,,107136,
Brazil,BRA,1832,,,,5447434,
Brunei,BRN,1832,,,,2910,
Bulgaria,BGR,1832,,,,2307246,
Burkina Faso,BFA,1832,,,,1737588,
Burundi,BDI,1832,,,,1076638,
Cambodia,KHM,1832,,,,2147461,
Cameroon,CMR,1832,,,,2180869,
Canada,CAN,1832,,,,1261221,
Cape Verde,CPV,1832,,,,63243,
Central African Republic,CAF,1832,,,,625470,
Chad,TCD,1832,,,,1650399,
Chile,CHL,1832,,956,,1005294,
China,CHN,1832,,,,409598466,
Colombia,COL,1832,,,,1732878,
Comoros,COM,1832,,,,57780,
Congo,COG,1832,,,,380961,
Costa Rica,CRI,1832,,,,80994,
Cote d'Ivoire,CIV,1832,,,,1066314,
Croatia,HRV,1832,,,,1364179,
Cuba,CUB,1832,,,,1008000,
Cyprus,CYP,1832,,,,185034,
Czechia,CZE,1832,,,,6071168,
Democratic Republic of Congo,COD,1832,,,,6221424,
Denmark,DNK,1832,,2158,,1289426,
Djibouti,DJI,1832,,,,28713,
Dominica,DMA,1832,,,,21156,
Dominican Republic,DOM,1832,,,,108516,
Ecuador,ECU,1832,,,,608378,
Egypt,EGY,1832,,,,4361039,
El Salvador,SLV,1832,,,,289825,
Equatorial Guinea,GNQ,1832,,,,90582,
Eritrea,ERI,1832,,,,335736,
Estonia,EST,1832,,,,386053,
Eswatini,SWZ,1832,,,,72713,
Ethiopia,ETH,1832,,,,14302504,
Europe,,1832,,,,247903507,
Fiji,FJI,1832,,,,138054,
Finland,FIN,1832,,,,1379105,
France,FRA,1832,35.830002,2091,,33614762,
Gabon,GAB,1832,,,,203750,
Gambia,GMB,1832,,,,106706,
Georgia,GEO,1832,,,,1196490,
Germany,DEU,1832,,,,28638891,
Ghana,GHA,1832,,,,2001966,
Greece,GRC,1832,,,,2581053,
Grenada,GRD,1832,,,,30796,
Guatemala,GTM,1832,,,,659358,
Guinea,GIN,1832,,,,1001609,
Guinea-Bissau,GNB,1832,,,,215071,
Guyana,GUY,1832,,,,121092,
Haiti,HTI,1832,,,,802411,
Honduras,HND,1832,,,,197818,
Hong Kong,HKG,1832,,,,24561,
Hungary,HUN,1832,,,,4525789,
Iceland,ISL,1832,,,,58732,
India,IND,1832,,,,219337238,
Indonesia,IDN,1832,,811,,18768149,
Iran,IRN,1832,,,,6921105,
Iraq,IRQ,1832,,,,1153307,
Ireland,IRL,1832,,,,7929052,
Israel,ISR,1832,,,,209954,
Italy,ITA,1832,,2773,,21791823,
Jamaica,JAM,1832,,,,386426,
Japan,JPN,1832,,,,31396227,
Jordan,JOR,1832,,,,247044,
Kazakhstan,KAZ,1832,,,,2277956,
Kenya,KEN,1832,,,,3048599,
Kiribati,KIR,1832,,,,18941,
Kuwait,KWT,1832,,,,81280,
Kyrgyzstan,KGZ,1832,,,,591833,
Laos,LAO,1832,,,,526673,
Latvia,LVA,1832,,,,718035,
Lebanon,LBN,1832,,,,362004,
Lesotho,LSO,1832,,,,231756,
Liberia,LBR,1832,,,,320052,
Libya,LBY,1832,,,,247348,
Liechtenstein,LIE,1832,,,,6319,
Lithuania,LTU,1832,,,,928747,
Luxembourg,LUX,1832,,,,171960,
Madagascar,MDG,1832,,,,2012827,
Malawi,MWI,1832,,,,1464872,
Malaysia,MYS,1832,,,,366962,
Maldives,MDV,1832,,,,45483,
Mali,MLI,1832,,,,1442249,
Malta,MLT,1832,,,,143997,
Marshall Islands,MHL,1832,,,,7683,
Mauritania,MRT,1832,,,,341811,
Mauritius,MUS,1832,,,,97078,
Mexico,MEX,1832,,,,6509859,
Micronesia (country),FSM,1832,,,,17394,
Moldova,MDA,1832,,,,795175,
Monaco,MCO,1832,,,,9000,
Mongolia,MNG,1832,,,,630423,
Montenegro,MNE,1832,,,,152703,
Morocco,MAR,1832,,,,2751213,
Mozambique,MOZ,1832,,,,2910196,
Myanmar,MMR,1832,,,,3670616,
Namibia,NAM,1832,,,,149461,
Nauru,NRU,1832,,,,1853,
Nepal,NPL,1832,,,,4063012,
Netherlands,NLD,1832,,3417,,2681986,
New Zealand,NZL,1832,,,,93233,
Nicaragua,NIC,1832,,,,225251,
Niger,NER,1832,,,,908590,
Nigeria,NGA,1832,,,,12657129,
North America,,1832,,,,26008850,
North Korea,PRK,1832,,,,4384277,
North Macedonia,MKD,1832,,,,435361,
Norway,NOR,1832,,1393,,1146595,
Oceania,,1832,,,,1550427,
Oman,OMN,1832,,,,329130,
Pakistan,PAK,1832,,,,14200484,
Palau,PLW,1832,,,,4106,
Palestine,PSE,1832,,,,165944,
Panama,PAN,1832,,,,95328,
Papua New Guinea,PNG,1832,,,,758324,
Paraguay,PRY,1832,,,,204746,
Peru,PER,1832,,655,,1506232,
Philippines,PHL,1832,,,,2689547,
Poland,POL,1832,,923,,11388630,
Portugal,PRT,1832,,1525,,3532721,
Qatar,QAT,1832,,,,14092,
Romania,ROU,1832,,,,6990691,
Russia,RUS,1832,,,,34999553,
Rwanda,RWA,1832,,,,1129561,
Saint Kitts and Nevis,KNA,1832,,,,21109,
Saint Lucia,LCA,1832,,,,24000,
Saint Vincent and the Grenadines,VCT,1832,,,,27393,
Samoa,WSM,1832,,,,47043,
San Marino,SMR,1832,,,,6025,
Sao Tome and Principe,STP,1832,,,,24743,
Saudi Arabia,SAU,1832,,,,2147800,
Senegal,SEN,1832,,,,977838,
Serbia,SRB,1832,,,,2095759,
Seychelles,SYC,1832,,,,13060,
Sierra Leone,SLE,1832,,,,788008,
Singapore,SGP,1832,,,,38524,
Slovakia,SVK,1832,,,,2237900,
Slovenia,SVN,1832,,,,521796,
Solomon Islands,SLB,1832,,,,64855,
Somalia,SOM,1832,,,,1168640,
South Africa,ZAF,1832,,,,2021601,
South America,,1832,,,,13594308,
South Korea,KOR,1832,,,,9454718,
South Sudan,SSD,1832,,,,1113099,
Spain,ESP,1832,,,,13216052,
Sri Lanka,LKA,1832,,,,1544537,
Sudan,SDN,1832,,,,4327412,
Suriname,SUR,1832,,,,82493,
Sweden,SWE,1832,40.810001,1457,,2923984,
Switzerland,CHE,1832,,,,2123535,
Syria,SYR,1832,,,,1392113,
Taiwan,TWN,1832,,,,2078105,
Tajikistan,TJK,1832,,,,520732,
Tanzania,TZA,1832,,,,3830636,
Thailand,THA,1832,,,,4883351,
Timor,TLS,1832,,,,160737,
Togo,TGO,1832,,,,469309,
Tonga,TON,1832,,,,18531,
Trinidad and Tobago,TTO,1832,,,,67323,
Tunisia,TUN,1832,,,,963323,
Turkey,TUR,1832,,,,10462311,
Turkmenistan,TKM,1832,,,,409791,
Tuvalu,TUV,1832,,,,2648,
Uganda,UGA,1832,,,,2410451,
Ukraine,UKR,1832,,,,12515857,
United Arab Emirates,ARE,1832,,,,40153,
United Kingdom,GBR,1832,,3612,,24641639,
United States,USA,1832,,3343,,14001568,
Uruguay,URY,1832,,,,78130,
Uzbekistan,UZB,1832,,,,2141674,
Vanuatu,VUT,1832,,,,31254,
Vatican,VAT,1832,,,,905,
Venezuela,VEN,1832,,2142,,946190,
Vietnam,VNM,1832,,,,6324829,
World,OWID_WRL,1832,,,,1178216298,
Yemen,YEM,1832,,,,2650256,
Zambia,ZMB,1832,,,,1213258,
Zimbabwe,ZWE,1832,,,,893069,
Afghanistan,AFG,1831,,,,3445140,
Africa,,1831,,,,92257560,
Albania,ALB,1831,,,,459130,
Algeria,DZA,1831,,,,2742872,
Andorra,AND,1831,,,,2868,
Angola,AGO,1831,,,,1840608,
Antigua and Barbuda,ATG,1831,,,,37000,
Argentina,ARG,1831,,,,646761,
Armenia,ARM,1831,,,,457054,
Asia,,1831,,,,793687652,
Australia,AUS,1831,,1398,,339904,
Austria,AUT,1831,,,,3555505,
Azerbaijan,AZE,1831,,,,973057,
Bahamas,BHS,1831,,,,27587,
Bahrain,BHR,1831,,,,64474,
Bangladesh,BGD,1831,,,,20954906,
Barbados,BRB,1831,,,,98536,
Belarus,BLR,1831,,,,2604240,
Belgium,BEL,1831,,,,3781756,
Belize,BLZ,1831,,,,25655,
Benin,BEN,1831,,,,689417,
Bhutan,BTN,1831,,,,371279,
Bolivia,BOL,1831,,,,1193533,
Bosnia and Herzegovina,BIH,1831,,,,911377,
Botswana,BWA,1831,,,,107545,
Brazil,BRA,1831,,,,5362191,
Brunei,BRN,1831,,,,2851,
Bulgaria,BGR,1831,,,,2296982,
Burkina Faso,BFA,1831,,,,1731459,
Burundi,BDI,1831,,,,1060611,
Cambodia,KHM,1831,,,,2142613,
Cameroon,CMR,1831,,,,2152173,
Canada,CAN,1831,39.046398,,,1215377,
Cape Verde,CPV,1831,,,,62579,
Central African Republic,CAF,1831,,,,611789,
Chad,TCD,1831,,,,1643095,
Chile,CHL,1831,,929,,984805,
China,CHN,1831,,,,408780953,
Colombia,COL,1831,,,,1702888,
Comoros,COM,1831,,,,57659,
Congo,COG,1831,,,,374928,
Costa Rica,CRI,1831,,,,79455,
Cote d'Ivoire,CIV,1831,,,,1068148,
Croatia,HRV,1831,,,,1352274,
Cuba,CUB,1831,,,,997967,
Cyprus,CYP,1831,,,,185013,
Czechia,CZE,1831,,,,6033858,
Democratic Republic of Congo,COD,1831,,,,6125694,
Denmark,DNK,1831,,2101,,1280370,
Djibouti,DJI,1831,,,,28172,
Dominica,DMA,1831,,,,21053,
Dominican Republic,DOM,1831,,,,106740,
Ecuador,ECU,1831,,,,598526,
Egypt,EGY,1831,,,,4346873,
El Salvador,SLV,1831,,,,286090,
Equatorial Guinea,GNQ,1831,,,,89685,
Eritrea,ERI,1831,,,,322260,
Estonia,EST,1831,,,,381439,
Eswatini,SWZ,1831,,,,73095,
Ethiopia,ETH,1831,,,,14102283,
Europe,,1831,,,,245946409,
Fiji,FJI,1831,,,,137812,
Finland,FIN,1831,,,,1368870,
France,FRA,1831,39.689999,1926,,33446379,
Gabon,GAB,1831,,,,199508,
Gambia,GMB,1831,,,,106416,
Georgia,GEO,1831,,,,1185611,
Germany,DEU,1831,,,,28333882,
Ghana,GHA,1831,,,,2003135,
Greece,GRC,1831,,,,2557520,
Grenada,GRD,1831,,,,30678,
Guatemala,GTM,1831,,,,653743,
Guinea,GIN,1831,,,,1000127,
Guinea-Bissau,GNB,1831,,,,215327,
Guyana,GUY,1831,,,,124327,
Haiti,HTI,1831,,,,795478,
Honduras,HND,1831,,,,191635,
Hong Kong,HKG,1831,,,,24154,
Hungary,HUN,1831,,,,4492873,
Iceland,ISL,1831,,,,58952,
India,IND,1831,,945,,218456911,
Indonesia,IDN,1831,,811,,18613523,
Iran,IRN,1831,,,,6890280,
Iraq,IRQ,1831,,,,1148158,
Ireland,IRL,1831,,,,7872935,
Israel,ISR,1831,,,,209954,
Italy,ITA,1831,,2750,,21652416,
Jamaica,JAM,1831,,,,387621,
Japan,JPN,1831,,,,31363019,
Jordan,JOR,1831,,,,244392,
Kazakhstan,KAZ,1831,,,,2257242,
Kenya,KEN,1831,,,,3032523,
Kiribati,KIR,1831,,,,18850,
Kuwait,KWT,1831,,,,81280,
Kyrgyzstan,KGZ,1831,,,,586451,
Laos,LAO,1831,,,,521703,
Latvia,LVA,1831,,,,706453,
Lebanon,LBN,1831,,,,359405,
Lesotho,LSO,1831,,,,235185,
Liberia,LBR,1831,,,,319505,
Libya,LBY,1831,,,,246117,
Liechtenstein,LIE,1831,,,,6274,
Lithuania,LTU,1831,,,,915221,
Luxembourg,LUX,1831,,,,170197,
Madagascar,MDG,1831,,,,1983068,
Malawi,MWI,1831,,,,1433782,
Malaysia,MYS,1831,,,,359535,
Maldives,MDV,1831,,,,45216,
Mali,MLI,1831,,,,1438972,
Malta,MLT,1831,,,,143143,
Marshall Islands,MHL,1831,,,,7508,
Mauritania,MRT,1831,,,,345047,
Mauritius,MUS,1831,,,,95327,
Mexico,MEX,1831,,,,6462504,
Micronesia (country),FSM,1831,,,,17310,
Moldova,MDA,1831,,,,787944,
Monaco,MCO,1831,,,,8892,
Mongolia,MNG,1831,,,,629463,
Montenegro,MNE,1831,,,,150337,
Morocco,MAR,1831,,,,2745975,
Mozambique,MOZ,1831,,,,2831859,
Myanmar,MMR,1831,,,,3656612,
Namibia,NAM,1831,,,,151469,
Nauru,NRU,1831,,,,1852,
Nepal,NPL,1831,,,,4047528,
Netherlands,NLD,1831,,3264,,2655969,
New Zealand,NZL,1831,,,,95893,
Nicaragua,NIC,1831,,,,221690,
Niger,NER,1831,,,,903837,
Nigeria,NGA,1831,,,,12609827,
North America,,1831,,,,25491153,
North Korea,PRK,1831,,,,4380990,
North Macedonia,MKD,1831,,,,431562,
Norway,NOR,1831,,1355,,1134224,
Oceania,,1831,,,,1544584,
Oman,OMN,1831,,,,328188,
Pakistan,PAK,1831,,,,14153873,
Palau,PLW,1831,,,,4086,
Palestine,PSE,1831,,,,165944,
Panama,PAN,1831,,,,94640,
Papua New Guinea,PNG,1831,,,,758037,
Paraguay,PRY,1831,,,,198727,
Peru,PER,1831,,673,,1450962,
Philippines,PHL,1831,,,,2642543,
Poland,POL,1831,,929,,11305175,
Portugal,PRT,1831,,1603,,3512002,
Qatar,QAT,1831,,,,14092,
Romania,ROU,1831,,,,6938489,
Russia,RUS,1831,,,,34679300,
Rwanda,RWA,1831,,,,1111272,
Saint Kitts and Nevis,KNA,1831,,,,20753,
Saint Lucia,LCA,1831,,,,24000,
Saint Vincent and the Grenadines,VCT,1831,,,,27255,
Samoa,WSM,1831,,,,47051,
San Marino,SMR,1831,,,,5979,
Sao Tome and Principe,STP,1831,,,,24569,
Saudi Arabia,SAU,1831,,,,2143010,
Senegal,SEN,1831,,,,980470,
Serbia,SRB,1831,,,,2099999,
Seychelles,SYC,1831,,,,13014,
Sierra Leone,SLE,1831,,,,788528,
Singapore,SGP,1831,,,,37731,
Slovakia,SVK,1831,,,,2229632,
Slovenia,SVN,1831,,,,517242,
Solomon Islands,SLB,1831,,,,64161,
Somalia,SOM,1831,,,,1153578,
South Africa,ZAF,1831,,1243,,1977422,
South America,,1831,,,,13339368,
South Korea,KOR,1831,,,,9449727,
South Sudan,SSD,1831,,,,1108161,
Spain,ESP,1831,,,,13128533,
Sri Lanka,LKA,1831,,,,1513799,
Sudan,SDN,1831,,,,4308216,
Suriname,SUR,1831,,,,82344,
Sweden,SWE,1831,38.939999,1497,,2898343,
Switzerland,CHE,1831,,,,2111757,
Syria,SYR,1831,,,,1387436,
Taiwan,TWN,1831,,,,2071513,
Tajikistan,TJK,1831,,,,515997,
Tanzania,TZA,1831,,,,3755579,
Thailand,THA,1831,,,,4864777,
Timor,TLS,1831,,,,158639,
Togo,TGO,1831,,,,467320,
Tonga,TON,1831,,,,18535,
Trinidad and Tobago,TTO,1831,,,,66681,
Tunisia,TUN,1831,,,,955639,
Turkey,TUR,1831,,,,10429396,
Turkmenistan,TKM,1831,,,,406065,
Tuvalu,TUV,1831,,,,2635,
Uganda,UGA,1831,,,,2383072,
Ukraine,UKR,1831,,,,12402048,
United Arab Emirates,ARE,1831,,,,40153,
United Kingdom,GBR,1831,,3545,,24378150,
United States,USA,1831,,3226,,13619015,
Uruguay,URY,1831,,,,75883,
Uzbekistan,UZB,1831,,,,2122199,
Vanuatu,VUT,1831,,,,30950,
Vatican,VAT,1831,,,,905,
Venezuela,VEN,1831,,1897,,918421,
Vietnam,VNM,1831,,,,6343379,
World,OWID_WRL,1831,,,,1172266726,
Yemen,YEM,1831,,,,2645437,
Zambia,ZMB,1831,,,,1195017,
Zimbabwe,ZWE,1831,,,,907752,
Afghanistan,AFG,1830,,,,3429796,
Africa,,1830,,,,91494028,
Albania,ALB,1830,,,,457074,
Algeria,DZA,1830,,,,2737931,
American Samoa,ASM,1830,,,,3524,
Americas,,1830,34.8,,,,
Andorra,AND,1830,,,,2848,
Angola,AGO,1830,,,,1813913,
Anguilla,AIA,1830,,,,3100,
Antigua and Barbuda,ATG,1830,,,,37000,
Argentina,ARG,1830,,,,634974,
Armenia,ARM,1830,,,,452898,
Aruba,ABW,1830,,,,2547,
Asia,,1830,,,,790835895,
Australia,AUS,1830,,1352,,335111,
Austria,AUT,1830,,2230,,3538115,
Azerbaijan,AZE,1830,,,,964208,
Bahamas,BHS,1830,,,,27565,
Bahrain,BHR,1830,,,,64474,
Bangladesh,BGD,1830,,,,20866279,
Barbados,BRB,1830,,,,96877,
Belarus,BLR,1830,,,,2580559,
Belgium,BEL,1830,,,,3749449,
Belize,BLZ,1830,,,,25644,
Benin,BEN,1830,,,,684439,
Bhutan,BTN,1830,,,,373142,
Bolivia,BOL,1830,,,,1184717,
Bosnia and Herzegovina,BIH,1830,,,,905797,
Botswana,BWA,1830,,,,107954,
Brazil,BRA,1830,,,,5278282,
Brunei,BRN,1830,,,,2793,
Bulgaria,BGR,1830,,,,2286763,
Burkina Faso,BFA,1830,,,,1725350,
Burundi,BDI,1830,,,,1044822,
Cambodia,KHM,1830,,,,2137777,
Cameroon,CMR,1830,,,,2123855,
Canada,CAN,1830,,1594,,1171497,
Cape Verde,CPV,1830,,,,61923,
Central African Republic,CAF,1830,,,,598407,
Chad,TCD,1830,,,,1635824,
Chile,CHL,1830,,925,,964311,
China,CHN,1830,,846,,407449420,
Colombia,COL,1830,,,,1666969,
Comoros,COM,1830,,,,57539,
Congo,COG,1830,,,,368990,
Costa Rica,CRI,1830,,,,77905,
Cote d'Ivoire,CIV,1830,,,,1069985,
Croatia,HRV,1830,,,,1340473,
Cuba,CUB,1830,,,,978399,
Cyprus,CYP,1830,,,,184993,
Czechia,CZE,1830,,,,5996778,
Democratic Republic of Congo,COD,1830,,,,6031436,
Denmark,DNK,1830,,2120,,1270537,
